feature,module,pane,category,category_source,criteria,scored,dtype,fill_rate,n_unique,include_in_plot,exclude_reason,encodable_as,transform,label,derived_from,duplicate_of,null_pattern,fill_separate_orfs
isoform_localization_deeploc_prediction,localization,isoform,L,evidence_cols,L1_localization_change,False,str,1.0,62,False,categorical,-,-,DeepLoc prediction (isoform),,,,
isoform_localization_deeploc_prob_cell_membrane,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,3539,True,,numeric,linear,DeepLoc P(Cell membrane) (isoform),,,,1.0
isoform_localization_deeploc_prob_cytoplasm,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,4280,True,,numeric,linear,DeepLoc P(Cytoplasm) (isoform),,,,1.0
isoform_localization_deeploc_prob_endoplasmic_reticulum,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,3613,True,,numeric,linear,DeepLoc P(Endoplasmic reticulum) (isoform),,,,1.0
isoform_localization_deeploc_prob_extracellular,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,2510,True,,numeric,linear,DeepLoc P(Extracellular) (isoform),,,,1.0
isoform_localization_deeploc_prob_golgi_apparatus,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,3775,True,,numeric,linear,DeepLoc P(Golgi apparatus) (isoform),,,,1.0
isoform_localization_deeploc_prob_lysosome_vacuole,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,3748,True,,numeric,linear,DeepLoc P(Lysosome/Vacuole) (isoform),,,,1.0
isoform_localization_deeploc_prob_mitochondrion,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,3548,True,,numeric,linear,DeepLoc P(Mitochondrion) (isoform),,,,1.0
isoform_localization_deeploc_prob_nucleus,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,4544,True,,numeric,linear,DeepLoc P(Nucleus) (isoform),,,,1.0
isoform_localization_deeploc_prob_peroxisome,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,1609,True,,numeric,linear,DeepLoc P(Peroxisome) (isoform),,,,1.0
isoform_localization_deeploc_signals,localization,isoform,L,evidence_cols,L1_localization_change,False,str,0.7912,20,False,categorical,one_hot,-,DeepLoc signals (isoform),,,,
isoform_localization_deeploc_top_prob,localization,isoform,L,evidence_cols,L1_localization_change,False,float,1.0,3523,True,,numeric,linear,DeepLoc top-class probability (isoform),,,,1.0
canonical_signalp_signalp_cleavage_site,signalp,canonical,L,module_map,,False,str,0.0622,218,False,categorical,-,-,,,,,
canonical_signalp_signalp_prediction,signalp,canonical,L,evidence_cols,L2_targeting_change,False,str,1.0,2,False,categorical,one_hot,-,SignalP prediction (canonical),,,,
canonical_signalp_signalp_probability,signalp,canonical,L,module_map,,False,float,1.0,446,True,,numeric,linear,,,,,1.0
cmp_signalp_signalp_cleavage_site_canonical,signalp,cmp,L,evidence_cols,L2_targeting_change,False,str,0.0622,218,False,categorical,-,-,Canonical SignalP cleavage site,,,,
cmp_signalp_signalp_cleavage_site_changed,signalp,cmp,L,evidence_cols,L2_targeting_change,True,bool,0.9475,2,False,binary,binary_0_1,-,Signal-peptide cleavage site changes,,,,
cmp_signalp_signalp_cleavage_site_isoform,signalp,cmp,L,evidence_cols,L2_targeting_change,False,str,0.0181,117,False,categorical,-,-,Isoform SignalP cleavage site,,,,
cmp_signalp_signalp_prediction_canonical,signalp,cmp,L,evidence_cols,L2_targeting_change,False,str,1.0,2,False,categorical,one_hot,-,Canonical SignalP prediction,,,,
cmp_signalp_signalp_prediction_changed,signalp,cmp,L,evidence_cols,L2_targeting_change,True,bool,1.0,2,False,binary,binary_0_1,-,Signal-peptide prediction changes,,,,
cmp_signalp_signalp_prediction_isoform,signalp,cmp,L,evidence_cols,L2_targeting_change,False,str,1.0,2,False,categorical,one_hot,-,Isoform SignalP prediction,,,,
cmp_signalp_signalp_probability_delta,signalp,cmp,L,evidence_cols,L2_targeting_change,False,float,1.0,1225,True,,numeric,signed_log,Δ SignalP probability (isoform − canonical),,,,1.0
isoform_signalp_signalp_cleavage_site,signalp,isoform,L,module_map,,False,str,0.0181,117,False,categorical,-,-,,,,,
isoform_signalp_signalp_prediction,signalp,isoform,L,evidence_cols,L2_targeting_change,False,str,1.0,2,False,categorical,one_hot,-,SignalP prediction (isoform),,,,
isoform_signalp_signalp_probability,signalp,isoform,L,module_map,,False,float,1.0,850,True,,numeric,linear,,,,,1.0
canonical_targetp_targetp_cleavage_site,targetp,canonical,L,module_map,,False,str,0.1261,461,False,categorical,-,-,,,,,
canonical_targetp_targetp_ctp_prob,targetp,canonical,L,module_map,,False,null,0.0,0,False,all_null,-,-,,,,,
canonical_targetp_targetp_mtp_prob,targetp,canonical,L,module_map,,False,float,1.0,1531,True,,numeric,linear,,,,,1.0
canonical_targetp_targetp_prediction,targetp,canonical,L,evidence_cols,L2_targeting_change,False,str,1.0,3,False,categorical,one_hot,-,TargetP prediction (canonical),,,,
canonical_targetp_targetp_probability,targetp,canonical,L,module_map,,False,float,1.0,1945,True,,numeric,linear,,,,,1.0
canonical_targetp_targetp_sp_prob,targetp,canonical,L,module_map,,False,float,1.0,1456,True,,numeric,linear,,,,,1.0
cmp_targetp_targetp_cleavage_site_canonical,targetp,cmp,L,module_map,,False,str,0.1261,461,False,categorical,-,-,,,,,
cmp_targetp_targetp_cleavage_site_changed,targetp,cmp,L,evidence_cols,L2_targeting_change,True,bool,0.861,2,False,binary,binary_0_1,-,Transit-peptide cleavage site changes,,,,
cmp_targetp_targetp_cleavage_site_isoform,targetp,cmp,L,module_map,,False,str,0.0754,424,False,categorical,-,-,,,,,
cmp_targetp_targetp_ctp_prob_canonical,targetp,cmp,L,module_map,,False,null,0.0,0,False,all_null,-,-,,,,,
cmp_targetp_targetp_ctp_prob_changed,targetp,cmp,L,evidence_cols,L2_targeting_change,True,bool,1.0,1,False,binary,binary_0_1,-,,,,,
cmp_targetp_targetp_ctp_prob_isoform,targetp,cmp,L,module_map,,False,null,0.0,0,False,all_null,-,-,,,,,
cmp_targetp_targetp_mtp_prob_delta,targetp,cmp,L,evidence_cols,L2_targeting_change,False,float,1.0,4830,True,,numeric,signed_log,Δ TargetP mitochondrial-transit prob,,,,1.0
cmp_targetp_targetp_prediction_canonical,targetp,cmp,L,evidence_cols,L2_targeting_change,False,str,1.0,3,False,categorical,one_hot,-,Canonical TargetP prediction,,,,
cmp_targetp_targetp_prediction_changed,targetp,cmp,L,evidence_cols,L2_targeting_change,True,bool,1.0,2,False,binary,binary_0_1,-,Transit-peptide prediction changes,,,,
cmp_targetp_targetp_prediction_isoform,targetp,cmp,L,evidence_cols,L2_targeting_change,False,str,1.0,3,False,categorical,one_hot,-,Isoform TargetP prediction,,,,
cmp_targetp_targetp_probability_delta,targetp,cmp,L,evidence_cols,L2_targeting_change,False,float,1.0,5234,True,,numeric,signed_log,Δ TargetP probability (isoform − canonical),,,,1.0
cmp_targetp_targetp_sp_prob_delta,targetp,cmp,L,evidence_cols,L2_targeting_change,False,float,1.0,4471,True,,numeric,signed_log,Δ TargetP signal-peptide prob,,,,1.0
isoform_targetp_targetp_cleavage_site,targetp,isoform,L,module_map,,False,str,0.0754,424,False,categorical,-,-,,,,,
isoform_targetp_targetp_ctp_prob,targetp,isoform,L,module_map,,False,null,0.0,0,False,all_null,-,-,,,,,
isoform_targetp_targetp_mtp_prob,targetp,isoform,L,module_map,,False,float,1.0,3145,True,,numeric,linear,,,,,1.0
isoform_targetp_targetp_prediction,targetp,isoform,L,evidence_cols,L2_targeting_change,False,str,1.0,3,False,categorical,one_hot,-,TargetP prediction (isoform),,,,
isoform_targetp_targetp_probability,targetp,isoform,L,module_map,,False,float,1.0,3905,True,,numeric,linear,,,,,1.0
isoform_targetp_targetp_sp_prob,targetp,isoform,L,module_map,,False,float,1.0,2909,True,,numeric,linear,,,,,1.0
canonical_clinical_hits,clinical,canonical,M,module_map,,False,list,1.0,2773,False,list,count,-,,,,,
canonical_clinical_summary.by_consequence.3_prime_UTR_variant,clinical,canonical,M,module_map,,False,float,0.0003,1,False,constant,-,linear,,,,,
canonical_clinical_summary.by_consequence.Complex,clinical,canonical,M,module_map,,False,float,0.0006,1,False,constant,-,linear,,,,,
canonical_clinical_summary.by_consequence.Deletion,clinical,canonical,M,module_map,,False,float,0.0563,20,False,redundant,numeric,linear,,,isoform_clinical_summary.by_consequence.Deletion,,0.0743
canonical_clinical_summary.by_consequence.Duplication,clinical,canonical,M,module_map,,False,float,0.0248,13,False,sparse,numeric,linear,,,,,
canonical_clinical_summary.by_consequence.Indel,clinical,canonical,M,module_map,,False,float,0.002,2,False,binary,binary_0_1,linear,,,,,
canonical_clinical_summary.by_consequence.Insertion,clinical,canonical,M,module_map,,False,float,0.004,2,False,binary,binary_0_1,linear,,,,,
canonical_clinical_summary.by_consequence.Inversion,clinical,canonical,M,module_map,,False,float,0.0009,1,False,constant,-,linear,,,,,
canonical_clinical_summary.by_consequence.Microsatellite,clinical,canonical,M,module_map,,False,float,0.0014,2,False,binary,binary_0_1,linear,,,,,
canonical_clinical_summary.by_consequence.Translocation,clinical,canonical,M,module_map,,False,float,0.0002,1,False,constant,-,linear,,,,,
canonical_clinical_summary.by_consequence.copy number gain,clinical,canonical,M,module_map,,False,float,0.0111,6,False,sparse,numeric,linear,,,,,
canonical_clinical_summary.by_consequence.copy number loss,clinical,canonical,M,module_map,,False,float,0.0142,5,False,sparse,numeric,linear,,,,,
canonical_clinical_summary.by_consequence.frameshift_variant,clinical,canonical,M,module_map,,False,float,0.9992,273,True,,numeric,linear,,,,,1.0
canonical_clinical_summary.by_consequence.inframe_deletion,clinical,canonical,M,module_map,,False,float,0.9735,122,True,,numeric,linear,,,,,0.9707
canonical_clinical_summary.by_consequence.inframe_insertion,clinical,canonical,M,module_map,,False,float,0.8333,71,True,,numeric,linear,,,,,0.8536
canonical_clinical_summary.by_consequence.intronic,clinical,canonical,M,module_map,,False,float,0.9995,2627,True,,numeric,linear,,,,,1.0
canonical_clinical_summary.by_consequence.missense_variant,clinical,canonical,M,module_map,,False,float,0.9995,1582,True,,numeric,linear,,,,,1.0
canonical_clinical_summary.by_consequence.mnv,clinical,canonical,M,module_map,,False,float,0.6509,44,True,,numeric,linear,,,,,0.6577
canonical_clinical_summary.by_consequence.single nucleotide variant,clinical,canonical,M,module_map,,False,float,0.0003,1,False,constant,-,linear,,,,,
canonical_clinical_summary.by_consequence.stop_gained,clinical,canonical,M,module_map,,False,float,0.9988,214,True,,numeric,linear,,,,,1.0
canonical_clinical_summary.by_consequence.stop_lost,clinical,canonical,M,module_map,,False,float,0.0006,2,False,binary,binary_0_1,linear,,,,,
canonical_clinical_summary.by_consequence.synonymous_variant,clinical,canonical,M,module_map,,False,float,0.9995,961,True,,numeric,linear,,,,,1.0
canonical_clinical_summary.by_source.COSMIC,clinical,canonical,M,module_map,,False,float,0.9711,1304,False,redundant,numeric,linear,,,isoform_clinical_summary.by_source.COSMIC,,0.9437
canonical_clinical_summary.by_source.ClinVar,clinical,canonical,M,module_map,,False,float,0.993,769,False,redundant,numeric,linear,,,isoform_clinical_summary.by_source.ClinVar,,0.9685
canonical_clinical_summary.by_source.gnomAD,clinical,canonical,M,module_map,,False,float,0.9995,2716,False,redundant,numeric,linear,,,isoform_clinical_summary.by_source.gnomAD,,1.0
canonical_clinical_summary.pathogenic_count,clinical,canonical,M,module_map,,False,int,1.0,264,False,redundant,numeric,log1p,,,isoform_clinical_summary.pathogenic_count,,1.0
canonical_clinical_summary.total_variants,clinical,canonical,M,module_map,,False,int,1.0,2773,False,redundant,numeric,log1p,,,isoform_clinical_summary.total_variants,,1.0
n_canonical_clinical_hits,clinical,canonical,M,module_map,,False,int,1.0,2773,False,redundant,numeric,log1p,,canonical_clinical_hits,isoform_clinical_summary.total_variants,,1.0
cmp_clinical_hits_canonical_status,clinical,cmp,M,module_map,,False,null,0.0,0,False,all_null,-,-,,,,,
cmp_clinical_hits_in_diff_region,clinical,cmp,M,module_map,,False,list,1.0,1573,False,list,count,-,,,,,
cmp_clinical_hits_isoform_status,clinical,cmp,M,module_map,,False,null,0.0,0,False,all_null,-,-,,,,,
cmp_clinical_hits_source_pane,clinical,cmp,M,module_map,,False,str,1.0,2,False,categorical,one_hot,-,,,,,
cmp_clinical_n_hits_in_diff_region,clinical,cmp,M,module_map,,False,int,1.0,1573,True,,numeric,linear,,,,,1.0
n_cmp_clinical_hits_in_diff_region,clinical,cmp,M,module_map,,False,int,1.0,1573,False,redundant,numeric,log1p,,cmp_clinical_hits_in_diff_region,cmp_clinical_n_hits_in_diff_region,,1.0
isoform_clinical_hits,clinical,isoform,M,module_map,,False,list,1.0,2205,False,list,count,-,,,,,
isoform_clinical_summary.by_consequence.3_prime_UTR_variant,clinical,isoform,M,module_map,,False,float,0.0003,1,False,constant,-,linear,,,,,
isoform_clinical_summary.by_consequence.Complex,clinical,isoform,M,module_map,,False,float,0.0006,1,False,constant,-,linear,,,,,
isoform_clinical_summary.by_consequence.Deletion,clinical,isoform,M,module_map,,False,float,0.0563,20,True,,numeric,linear,,,,,0.0743
isoform_clinical_summary.by_consequence.Duplication,clinical,isoform,M,module_map,,False,float,0.0248,13,False,sparse,numeric,linear,,,,,
isoform_clinical_summary.by_consequence.Indel,clinical,isoform,M,module_map,,False,float,0.002,2,False,binary,binary_0_1,linear,,,,,
isoform_clinical_summary.by_consequence.Insertion,clinical,isoform,M,module_map,,False,float,0.004,2,False,binary,binary_0_1,linear,,,,,
isoform_clinical_summary.by_consequence.Inversion,clinical,isoform,M,module_map,,False,float,0.0009,1,False,constant,-,linear,,,,,
isoform_clinical_summary.by_consequence.Microsatellite,clinical,isoform,M,module_map,,False,float,0.0014,2,False,binary,binary_0_1,linear,,,,,
isoform_clinical_summary.by_consequence.Translocation,clinical,isoform,M,module_map,,False,float,0.0002,1,False,constant,-,linear,,,,,
isoform_clinical_summary.by_consequence.copy number gain,clinical,isoform,M,module_map,,False,float,0.0111,6,False,sparse,numeric,linear,,,,,
isoform_clinical_summary.by_consequence.copy number loss,clinical,isoform,M,module_map,,False,float,0.0142,5,False,sparse,numeric,linear,,,,,
isoform_clinical_summary.by_consequence.frameshift_variant,clinical,isoform,M,module_map,,False,float,0.9992,278,True,,numeric,linear,,,,,1.0
isoform_clinical_summary.by_consequence.inframe_deletion,clinical,isoform,M,module_map,,False,float,0.9746,123,True,,numeric,linear,,,,,0.973
isoform_clinical_summary.by_consequence.inframe_insertion,clinical,isoform,M,module_map,,False,float,0.8336,72,True,,numeric,linear,,,,,0.8536
isoform_clinical_summary.by_consequence.intronic,clinical,isoform,M,module_map,,False,float,0.9995,2756,True,,numeric,linear,,,,,1.0
isoform_clinical_summary.by_consequence.missense_variant,clinical,isoform,M,module_map,,False,float,0.9995,1636,True,,numeric,linear,,,,,1.0
isoform_clinical_summary.by_consequence.mnv,clinical,isoform,M,module_map,,False,float,0.6518,45,True,,numeric,linear,,,,,0.6577
isoform_clinical_summary.by_consequence.single nucleotide variant,clinical,isoform,M,module_map,,False,float,0.0003,1,False,constant,-,linear,,,,,
isoform_clinical_summary.by_consequence.stop_gained,clinical,isoform,M,module_map,,False,float,0.9988,222,True,,numeric,linear,,,,,1.0
isoform_clinical_summary.by_consequence.stop_lost,clinical,isoform,M,module_map,,False,float,0.0006,2,False,binary,binary_0_1,linear,,,,,
isoform_clinical_summary.by_consequence.synonymous_variant,clinical,isoform,M,module_map,,False,float,0.9995,988,True,,numeric,linear,,,,,1.0
isoform_clinical_summary.by_source.COSMIC,clinical,isoform,M,module_map,,False,float,0.9711,1304,True,,numeric,linear,,,,,0.9437
isoform_clinical_summary.by_source.ClinVar,clinical,isoform,M,module_map,,False,float,0.993,769,True,,numeric,linear,,,,,0.9685
isoform_clinical_summary.by_source.gnomAD,clinical,isoform,M,module_map,,False,float,0.9995,2716,True,,numeric,linear,,,,,1.0
isoform_clinical_summary.pathogenic_count,clinical,isoform,M,module_map,,False,int,1.0,264,True,,numeric,log1p,,,,,1.0
isoform_clinical_summary.total_variants,clinical,isoform,M,module_map,,False,int,1.0,2773,True,,numeric,log1p,,,,,1.0
n_isoform_clinical_hits,clinical,isoform,M,module_map,,False,int,1.0,2205,False,redundant,numeric,log1p,,isoform_clinical_hits,isoform_variant_intersection_n_total,,1.0
isoform_plm_vep_constraint_enrichment,plm_vep,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,True,float,0.9305,6002,True,,numeric,signed_log,,,,absent_for_separate_orfs,0.0
isoform_plm_vep_mean_llr_canonical,plm_vep,isoform,M,module_map,,False,float,1.0,3571,True,,numeric,linear,,,,,1.0
isoform_plm_vep_mean_llr_isoform,plm_vep,isoform,M,module_map,,False,float,1.0,6458,True,,numeric,linear,,,,,1.0
isoform_plm_vep_mean_llr_shared_region,plm_vep,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,False,float,0.9305,6002,True,,numeric,linear,Mean ESM-C logP(wt) over shared region,,,absent_for_separate_orfs,0.0
isoform_plm_vep_mean_llr_unique_region,plm_vep,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,False,float,1.0,6443,True,,numeric,linear,Mean ESM-C logP(wt) over unique region,,,,1.0
isoform_plm_vep_n_constrained_positions_shared,plm_vep,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,False,int,1.0,50,True,,numeric,linear,ESM-C conserved positions (shared),,,,1.0
isoform_plm_vep_n_constrained_positions_unique,plm_vep,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,False,int,1.0,49,True,,numeric,linear,ESM-C conserved positions (unique),,,,1.0
isoform_plm_vep_status,plm_vep,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,False,str,1.0,1,False,status_string,-,-,PLM VEP status,,,,
isoform_variant_intersection_disease_enrichment_ratio,variant_intersection,isoform,M,evidence_cols,M2_clinical_variant_overlap,True,float,0.9415,5659,True,,numeric,signed_log,Disease enrichment ratio (unique/shared density),,,depleted_for_separate_orfs,0.1802
isoform_variant_intersection_gnomad_depletion_ratio,variant_intersection,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,True,float,0.9441,6057,True,,numeric,signed_log,gnomAD depletion ratio (unique/shared density),,,depleted_for_separate_orfs,0.1937
isoform_variant_intersection_hits,variant_intersection,isoform,M,module_map,,False,list,1.0,2205,False,list,count,-,,,,,
isoform_variant_intersection_n_disease_in_shared_region,variant_intersection,isoform,M,evidence_cols,M2_clinical_variant_overlap,False,int,1.0,1063,True,,numeric,linear,Disease variants in shared region,,,,1.0
isoform_variant_intersection_n_disease_in_unique_region,variant_intersection,isoform,M,evidence_cols,M2_clinical_variant_overlap,False,int,1.0,856,True,,numeric,linear,Disease variants in unique region,,,,1.0
isoform_variant_intersection_n_dropped_outside_coding,variant_intersection,isoform,M,evidence_cols,M2_clinical_variant_overlap,False,int,1.0,3273,True,,numeric,linear,Variants dropped outside coding,,,,1.0
isoform_variant_intersection_n_gnomad_in_shared_region,variant_intersection,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,False,int,1.0,1773,True,,numeric,linear,gnomAD variants in shared region,,,,1.0
isoform_variant_intersection_n_gnomad_in_unique_region,variant_intersection,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment,False,int,1.0,1322,True,,numeric,linear,gnomAD variants in unique region,,,,1.0
isoform_variant_intersection_n_in_shared_region,variant_intersection,isoform,M,module_map,,False,int,1.0,2227,True,,numeric,linear,Variants in shared region,,,,1.0
isoform_variant_intersection_n_in_unique_region,variant_intersection,isoform,M,module_map,,False,int,1.0,1558,True,,numeric,linear,Variants in unique region,,,,1.0
isoform_variant_intersection_n_pathogenic_in_shared_region,variant_intersection,isoform,M,evidence_cols,M2_clinical_variant_overlap,False,int,1.0,242,True,,numeric,linear,Pathogenic in shared region,,,,1.0
isoform_variant_intersection_n_pathogenic_in_unique_region,variant_intersection,isoform,M,evidence_cols,M2_clinical_variant_overlap,False,int,1.0,175,True,,numeric,linear,Pathogenic in unique region,,,,1.0
isoform_variant_intersection_n_total,variant_intersection,isoform,M,evidence_cols,M2_clinical_variant_overlap,False,int,1.0,2205,True,,numeric,linear,Total clinical variants over isoform,,,,1.0
isoform_variant_intersection_shared_region_nt,variant_intersection,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment;M2_clinical_variant_overlap,False,int,1.0,1319,True,,numeric,log1p,Shared region length (nt),,,,1.0
isoform_variant_intersection_summary.disease_enrichment_ratio,variant_intersection,isoform,M,module_map,,False,float,0.9415,5659,False,redundant,numeric,signed_log,,,isoform_variant_intersection_disease_enrichment_ratio,depleted_for_separate_orfs,0.1802
isoform_variant_intersection_summary.gnomad_depletion_ratio,variant_intersection,isoform,M,module_map,,False,float,0.9441,6057,False,redundant,numeric,signed_log,,,isoform_variant_intersection_gnomad_depletion_ratio,depleted_for_separate_orfs,0.1937
isoform_variant_intersection_summary.n_scored,variant_intersection,isoform,M,module_map,,False,int,1.0,2205,False,redundant,numeric,log1p,,,isoform_variant_intersection_n_total,,1.0
isoform_variant_intersection_summary.n_unscored,variant_intersection,isoform,M,module_map,,False,int,1.0,1,False,constant,-,log1p,,,,,
isoform_variant_intersection_summary.shared_region_nt,variant_intersection,isoform,M,module_map,,False,int,1.0,1319,False,redundant,numeric,log1p,,,isoform_variant_intersection_shared_region_nt,,1.0
isoform_variant_intersection_summary.status,variant_intersection,isoform,M,module_map,,False,str,1.0,1,False,status_string,-,-,,,,,
isoform_variant_intersection_summary.unique_region_nt,variant_intersection,isoform,M,module_map,,False,int,1.0,1083,False,redundant,numeric,log1p,,,isoform_variant_intersection_unique_region_nt,,1.0
isoform_variant_intersection_summary.unique_space,variant_intersection,isoform,M,module_map,,False,str,1.0,2,False,status_string,one_hot,-,,,,,
isoform_variant_intersection_unique_region_nt,variant_intersection,isoform,M,evidence_cols,M1_pathogenic_variant_enrichment;M2_clinical_variant_overlap,False,int,1.0,1083,True,,numeric,log1p,Unique region length (nt),,,,1.0
n_isoform_variant_intersection_hits,variant_intersection,isoform,M,module_map,,False,int,1.0,2205,False,redundant,numeric,log1p,,isoform_variant_intersection_hits,isoform_variant_intersection_n_total,,1.0
isoform_varianteffect_hits,varianteffect,isoform,M,module_map,,False,list,1.0,2205,False,list,count,-,,,,,
isoform_varianteffect_max_am_pathogenicity_shared,varianteffect,isoform,M,module_map,,False,float,0.9344,449,True,,numeric,linear,,,,depleted_for_separate_orfs,0.2545
isoform_varianteffect_max_am_pathogenicity_unique,varianteffect,isoform,M,module_map,,False,float,0.667,1416,True,,numeric,linear,,,,absent_for_separate_orfs,0.0
isoform_varianteffect_mean_am_pathogenicity_shared,varianteffect,isoform,M,module_map,,False,float,0.9344,5681,True,,numeric,linear,,,,depleted_for_separate_orfs,0.2545
isoform_varianteffect_mean_am_pathogenicity_shared_disease,varianteffect,isoform,M,module_map,,False,float,0.9318,5593,True,,numeric,linear,,,,depleted_for_separate_orfs,0.241
isoform_varianteffect_mean_am_pathogenicity_shared_gnomad,varianteffect,isoform,M,module_map,,False,float,0.9336,5662,True,,numeric,linear,,,,depleted_for_separate_orfs,0.2545
isoform_varianteffect_mean_am_pathogenicity_unique,varianteffect,isoform,M,module_map,,False,float,0.667,4291,True,,numeric,linear,,,,absent_for_separate_orfs,0.0
isoform_varianteffect_mean_am_pathogenicity_unique_disease,varianteffect,isoform,M,module_map,,False,float,0.6444,4102,True,,numeric,linear,,,,absent_for_separate_orfs,0.0
isoform_varianteffect_mean_am_pathogenicity_unique_gnomad,varianteffect,isoform,M,module_map,,False,float,0.665,4265,True,,numeric,linear,"Mean AlphaMissense pathogenicity, germline (unique)",,,absent_for_separate_orfs,0.0
isoform_varianteffect_mean_delta_llr_shared,varianteffect,isoform,M,module_map,,False,float,0.9497,5809,True,,numeric,linear,,,,depleted_for_separate_orfs,0.2748
isoform_varianteffect_mean_delta_llr_shared_disease,varianteffect,isoform,M,module_map,,False,float,0.9468,5723,True,,numeric,linear,,,,depleted_for_separate_orfs,0.259
isoform_varianteffect_mean_delta_llr_shared_gnomad,varianteffect,isoform,M,module_map,,False,float,0.9492,5801,True,,numeric,linear,,,,depleted_for_separate_orfs,0.2725
isoform_varianteffect_mean_delta_llr_unique,varianteffect,isoform,M,module_map,,False,float,0.9855,6281,True,,numeric,linear,,,,,0.8604
isoform_varianteffect_mean_delta_llr_unique_disease,varianteffect,isoform,M,module_map,,False,float,0.907,5254,True,,numeric,linear,,,,,0.6509
isoform_varianteffect_mean_delta_llr_unique_gnomad,varianteffect,isoform,M,module_map,,False,float,0.9817,6221,True,,numeric,linear,"Mean ESM-C ΔLLR, germline (unique)",,,,0.8378
isoform_varianteffect_min_delta_llr_shared,varianteffect,isoform,M,module_map,,False,float,0.9497,4015,True,,numeric,linear,,,,depleted_for_separate_orfs,0.2748
isoform_varianteffect_min_delta_llr_shared_disease,varianteffect,isoform,M,module_map,,False,float,0.9468,3975,True,,numeric,linear,,,,depleted_for_separate_orfs,0.259
isoform_varianteffect_min_delta_llr_shared_gnomad,varianteffect,isoform,M,module_map,,False,float,0.9492,4005,True,,numeric,linear,,,,depleted_for_separate_orfs,0.2725
isoform_varianteffect_min_delta_llr_unique,varianteffect,isoform,M,module_map,,False,float,0.9855,4109,True,,numeric,linear,,,,,0.8604
isoform_varianteffect_min_delta_llr_unique_disease,varianteffect,isoform,M,module_map,,False,float,0.907,3664,True,,numeric,linear,,,,,0.6509
isoform_varianteffect_min_delta_llr_unique_gnomad,varianteffect,isoform,M,module_map,,False,float,0.9817,4075,True,,numeric,linear,"Min ESM-C ΔLLR, germline (unique)",,,,0.8378
isoform_varianteffect_n_am_pathogenic_in_shared,varianteffect,isoform,M,module_map,,False,int,1.0,711,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_am_pathogenic_in_shared_disease,varianteffect,isoform,M,module_map,,False,int,1.0,395,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_am_pathogenic_in_shared_gnomad,varianteffect,isoform,M,module_map,,False,int,1.0,488,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_am_pathogenic_in_unique,varianteffect,isoform,M,module_map,,False,int,1.0,575,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_am_pathogenic_in_unique_disease,varianteffect,isoform,M,module_map,,False,int,1.0,320,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_am_pathogenic_in_unique_gnomad,varianteffect,isoform,M,module_map,,False,int,1.0,427,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_damaging_in_shared,varianteffect,isoform,M,module_map,,False,int,1.0,932,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_damaging_in_shared_disease,varianteffect,isoform,M,module_map,,False,int,1.0,528,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_damaging_in_shared_gnomad,varianteffect,isoform,M,module_map,,False,int,1.0,642,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_damaging_in_unique,varianteffect,isoform,M,module_map,,False,int,1.0,750,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_damaging_in_unique_disease,varianteffect,isoform,M,module_map,,False,int,1.0,427,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_damaging_in_unique_gnomad,varianteffect,isoform,M,module_map,,False,int,1.0,551,True,,numeric,linear,Damaging germline predictions (AM+PLM),,,,1.0
isoform_varianteffect_n_lof_in_shared,varianteffect,isoform,M,module_map,,False,int,1.0,361,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_lof_in_shared_disease,varianteffect,isoform,M,module_map,,False,int,1.0,242,True,,numeric,linear,,,,,1.0
isoform_varianteffect_n_lof_in_shared_gnomad,varianteffect,isoform,M,module_map,,False,int,1.0,232,True,,numeric,linear,,,,,1.0
